change                             ,fim_type       ,steering_success ,mutation          ,typechecks_before ,typechecks_after ,model            ,lang ,interval
"['__', 'Span']",Span,True,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'tuple']",Trivia,False,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Updater']",Updater,True,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'Request']",Request,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['I', 'Storage']",Storage,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Any']",Callable,False,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Update']",Update,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'datetime']",datetime,True,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'Realm']",Realm,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['Sequence', 'list']",list,True,types_vars,True,True,qwen2p5_coder_7b_base,py,5
"['__', 'Any']",T,False,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'Client']",Client,True,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'Realm']",Realm,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Updater']",Updater,True,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'Receive']",Receive,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Name']",Name,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'list']",list,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['Optional', 'Optional']",Mount,False,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['List', 'dict']",Config,False,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Callable']",Callable,True,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'Command']",Command,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Axes']",Axes,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Tensor']",Tensor,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Any']",Exception,False,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Dict']",JSON,False,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'Recipe']",Recipe,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['E', 'E']",None,False,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'dict']",Output,False,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'Receive']",Receive,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['torch', 'State']",State,True,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'Version']",Version,True,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'typing']",deque,False,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['object', 'object']",Keyword,False,types_vars,True,True,qwen2p5_coder_7b_base,py,5
"['__', 'User']",Client,False,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Update']",Update,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Backup']",Resolver,False,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'str']",List,False,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'Props']",Props,True,types_vars,False,False,qwen2p5_coder_7b_base,py,5
"['__', 'dict']",Callable,False,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Team']",Team,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Team']",Team,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['__', 'Request']",Request,True,types_vars,False,True,qwen2p5_coder_7b_base,py,5
"['int', 'int']",float,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['HttpResponse', 'HttpResponse']",HttpRequest,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'str']",int,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Dict', 'six']",Any,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Optional', 'str']",str,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Any', 'str']",str,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['t', 'torch']",Path,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Client', 'Client']",bytes,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['list', 'list']",str,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['float', 'float']",int,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['data', 'config']",dict,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['typing', 'typing']",type,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['pd', 'pd']",list,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['object', 'Keyword']",Keyword,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'str']",bool,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'str']",int,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'Team']",Team,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'str']",bool,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['int', 'pygame']",bool,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'Engine']",Any,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['t', 't']",list,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'Any']",Any,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Dataset', 'Data']",Data,True,vars,False,False,qwen2p5_coder_7b_base,py,5
"['A', 'Container']",Container,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['np', 'tf']",bytes,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'typing']",datetime,False,vars,True,False,qwen2p5_coder_7b_base,py,5
"['Any', '__']",dict,False,vars,True,False,qwen2p5_coder_7b_base,py,5
"['Candidate', 'Variable']",Node,False,vars,False,True,qwen2p5_coder_7b_base,py,5
"['str', 'dict']",dict,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Vector', 'typing']",float,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Dict', 'Dict']",Counter,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['torch', 'Params']",Params,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Optional', 'Callable']",Callable,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['List', 'Layer']",Layer,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['int', 'Tuple']",float,False,vars,True,False,qwen2p5_coder_7b_base,py,5
"['list', 'T']",T,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Readable', 'Container']",Container,True,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'str']",datetime,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Callable', 'str']",type,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['typing', 'dict']",Dict,False,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Local', 'Path']",Path,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['dict', 'dict']",list,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['sc', 'sc']",type,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'Response']",Response,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['TreeNode', 'TreeNode']",Rectangle,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Union', 'Union']",bytes,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'Stream']",Stream,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Any', 'Any']",object,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'dict']",datetime,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Mutable', 'str']",ValidationError,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['pygame', 'pygame']",Screen,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Up', 'Update']",Updater,False,vars,False,True,qwen2p5_coder_7b_base,py,5
"['str', 'dict']",Template,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['bool', 'Callable']",Predicate,False,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Engine', 'Engine']",Session,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'Path']",Path,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['torch', 'State']",State,True,vars,False,False,qwen2p5_coder_7b_base,py,5
"['torch', 'State']",State,True,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'Dict']",Dict,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Group', 'Group']",Variable,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Text', 'UserProfile']",UserProfile,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['int', '__']",match,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Any', 'Dict']",Dict,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['pygame', 'Config']",Config,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['torch', 'torch']",None,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'UserProfile']",UserProfile,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['torch', 'State']",State,True,vars,False,False,qwen2p5_coder_7b_base,py,5
"['torch', 'State']",State,True,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Command', 'Client']",Client,True,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'UserProfile']",UserProfile,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Callable', 'T']",T,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Any', 'Request']",Request,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Optional', 'Optional']",Mount,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Dict', 'Dict']",DataFrame,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'Command']",Command,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Any', 'Any']",object,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Up', 'Update']",Updater,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Iterable', '""']",Event,False,vars,True,False,qwen2p5_coder_7b_base,py,5
"['Optional', 'Optional']",UUID,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'JSON']",JSON,True,vars,False,False,qwen2p5_coder_7b_base,py,5
"['int', 'Tensor']",Tensor,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['typing', 'App']",App,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Job', 'Process']",Process,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['typing', 'T']",TD,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['List', 'Message']",Message,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['User', 'Team']",Team,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['E', 'E']",None,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['int', '__']",match,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'PID']",PID,True,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Dict', 'Dict']",DataFrame,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Config', 'Config']",Resolver,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Any', 'Request']",Request,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['int', 'State']",State,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'tf']",Callable,False,vars,True,False,qwen2p5_coder_7b_base,py,5
"['Any', 'EventType']",EventType,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['List', 'List']",Trivia,False,vars,True,True,qwen2p5_coder_7b_base,py,5
"['Command', 'Command']",Channel,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Up', 'Updater']",Updater,True,vars,False,True,qwen2p5_coder_7b_base,py,5
"['Optional', 'str']",ContentType,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'Message']",Message,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'str']",Send,False,vars,False,False,qwen2p5_coder_7b_base,py,5
"['Any', 'T']",T,True,vars,True,True,qwen2p5_coder_7b_base,py,5
"['List', '<|fim_pad|>']",bytes,False,vars_delete,True,False,qwen2p5_coder_7b_base,py,5
"['int', 'int']",float,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Dict', 'z']",Any,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['List', 'float']",float,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['typing', 'typing']",int,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Path', 'Path']",str,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['None', 'None']",str,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'UserProfile']",int,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['int', 'int']",float,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['bytes', '<|fim_pad|>']",str,False,vars_delete,True,False,qwen2p5_coder_7b_base,py,5
"['str', 'Any']",int,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['typing', 'shipping']",dict,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['object', '""']",None,False,vars_delete,True,False,qwen2p5_coder_7b_base,py,5
"['Dict', 'dict']",Any,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['None', 'Page']",Any,False,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['dict', 'Dict']",Dict,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Score', 'Method']",bool,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Any', 'Any']",dict,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Any', 'dict']",dict,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Union', 'Path']",Path,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['Dataset', 'Variable']",Variable,True,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Event', '__']",object,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['T', 'T']",TP,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'list']",list,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'Message']",bytes,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['sc', 'sc']",type,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['HttpRequest', 'UserProfile']",UserProfile,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Mock', 'Mock']",bool,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['typing', 'Dict']",Dict,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['KeyId', 'KeyId']",PublicKey,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Path', 'Path']",Dict,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Union', 'Type']",Type,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['List', 'List']",list,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['t', 't']",bool,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['List', 'Block']",Element,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Injector', 'Injector']",Settings,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Common', 'C']",Exception,False,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['Callable', 'Callable']",type,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'str']",list,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Union', 'Union']",bytes,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Argument', 'Base']",Path,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Optional', 'Optional']",Exception,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['uuid', '__']",Text,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Union', 'Layer']",Layer,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['str', 'Helper']",Helper,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['str', 'Send']",Send,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['tp', 'tp']",Path,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['int', '""']",Route,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Iterable', 'T']",T,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['Mapping', 'Config']",Config,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['Custom', 'Custom']",Application,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Command', 'Client']",Database,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Element', 'Element']",ElementType,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Any', 'Any']",Callable,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['HttpRequest', 'HttpRequest']",UserProfile,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Callable', 'T']",T,True,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Union', 'Layer']",Layer,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['typing', 'Send']",Receive,False,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['User', 'User']",Team,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Dict', 'DataFrame']",DataFrame,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Any', 'Any']",Text,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Channel', 'Channel']",Address,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Config', 'Config']",Parser,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Callable', 'Callable']",Predicate,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['HttpRequest', 'UserProfile']",UserProfile,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['str', 'Info']",Info,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Optional', 'Session']",Session,True,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Any', 'Any']",Version,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['http', 'Handler']",Handler,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['P', 'P']",Recorder,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['str', 'None']",None,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['List', 'Step']",Step,True,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['Any', 'model']",Project,False,vars_delete,True,False,qwen2p5_coder_7b_base,py,5
"['Union', 'ValidationError']",ValidationError,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['Any', 'Callable']",Callable,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Union', 'Size']",Size,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['ST', 'T']",T,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['Any', 'Any']",object,False,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['List', 'Values']",Values,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Rule', 'Rule']",Projects,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Receive', 'Send']",Send,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Beautiful', 'Tag']",Tag,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['""', 'Point']",Point,True,vars_delete,False,False,qwen2p5_coder_7b_base,py,5
"['int', 'UUID']",UUID,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['torch', 'State']",State,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['List', 'Step']",Step,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['exceptions', 'exc']",Exception,False,vars_delete,True,False,qwen2p5_coder_7b_base,py,5
"['Group', 'Group']",Variable,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['List', 'Settings']",Settings,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Dict', 'Dict']",DataFrame,False,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['t', 'Column']",Column,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
"['Dict', 'Config']",Config,True,vars_delete,True,True,qwen2p5_coder_7b_base,py,5
"['Optional', 'Response']",Response,True,vars_delete,False,True,qwen2p5_coder_7b_base,py,5
